Column1,Column2,Column3,Column4,county,Net Reported Quantity
2003,17,IL,3,ALEXANDER                     ,136
2003,17,IL,3,ALEXANDER                     ,53
2003,17,IL,3,ALEXANDER                     ,0
2003,17,IL,3,ALEXANDER                     ,12
2003,17,IL,3,ALEXANDER                     ,230
2003,17,IL,3,ALEXANDER                     ,0
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,301
2003,17,IL,5,BOND                          ,43
2003,17,IL,5,BOND                          ,75
2003,17,IL,5,BOND                          ,1278
2003,17,IL,5,BOND                          ,1119
2003,17,IL,5,BOND                          ,3
2003,17,IL,5,BOND                          ,990
2003,17,IL,5,BOND                          ,408
2003,17,IL,5,BOND                          ,333
2003,17,IL,5,BOND                          ,4593
2003,17,IL,5,BOND                          ,22514
2003,17,IL,5,BOND                          ,3144
2003,17,IL,5,BOND                          ,815
2003,17,IL,5,BOND                          ,56
2003,17,IL,5,BOND                          ,100
2003,17,IL,5,BOND                          ,513
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,28
2003,17,IL,5,BOND                          ,1719
2003,17,IL,5,BOND                          ,5504
2003,17,IL,5,BOND                          ,4013
2003,17,IL,5,BOND                          ,1353
2003,17,IL,5,BOND                          ,978
2003,17,IL,5,BOND                          ,164
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,110
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,43
2003,17,IL,5,BOND                          ,10
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,314
2003,17,IL,5,BOND                          ,515
2003,17,IL,5,BOND                          ,109
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,0
2003,17,IL,5,BOND                          ,3154
2003,17,IL,5,BOND                          ,77
2003,17,IL,5,BOND                          ,100
2003,17,IL,5,BOND                          ,3919
2003,17,IL,5,BOND                          ,3056
2003,17,IL,5,BOND                          ,404
2003,17,IL,5,BOND                          ,401
2003,17,IL,5,BOND                          ,2025
2003,17,IL,5,BOND                          ,4894
2003,17,IL,5,BOND                          ,4018
2003,17,IL,5,BOND                          ,29034
2003,17,IL,5,BOND                          ,3224
2003,17,IL,5,BOND                          ,660
2003,17,IL,5,BOND                          ,109
2003,17,IL,5,BOND                          ,97
2003,17,IL,5,BOND                          ,452
2003,17,IL,5,BOND                          ,133
2003,17,IL,5,BOND                          ,1139
2003,17,IL,5,BOND                          ,278
2003,17,IL,5,BOND                          ,1898
2003,17,IL,5,BOND                          ,4579
2003,17,IL,5,BOND                          ,3552
2003,17,IL,5,BOND                          ,42
2003,17,IL,5,BOND                          ,719
2003,17,IL,5,BOND                          ,305
2003,17,IL,5,BOND                          ,313
2003,17,IL,5,BOND                          ,4042
2003,17,IL,5,BOND                          ,503
2003,17,IL,5,BOND                          ,1942
2003,17,IL,5,BOND                          ,407
2003,17,IL,5,BOND                          ,160
2003,17,IL,5,BOND                          ,75
2003,17,IL,5,BOND                          ,2628
2003,17,IL,5,BOND                          ,4398
2003,17,IL,5,BOND                          ,675
2003,17,IL,5,BOND                          ,11
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,130
2003,17,IL,7,BOONE                         ,50
2003,17,IL,7,BOONE                         ,246
2003,17,IL,7,BOONE                         ,2936
2003,17,IL,7,BOONE                         ,1407
2003,17,IL,7,BOONE                         ,2200
2003,17,IL,7,BOONE                         ,1075
2003,17,IL,7,BOONE                         ,57
2003,17,IL,7,BOONE                         ,8839
2003,17,IL,7,BOONE                         ,2190
2003,17,IL,7,BOONE                         ,741
2003,17,IL,7,BOONE                         ,2049
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,3302
2003,17,IL,7,BOONE                         ,105
2003,17,IL,7,BOONE                         ,240
2003,17,IL,7,BOONE                         ,446
2003,17,IL,7,BOONE                         ,2471
2003,17,IL,7,BOONE                         ,8013
2003,17,IL,7,BOONE                         ,6820
2003,17,IL,7,BOONE                         ,7216
2003,17,IL,7,BOONE                         ,256
2003,17,IL,7,BOONE                         ,739
2003,17,IL,7,BOONE                         ,1923
2003,17,IL,7,BOONE                         ,1244
2003,17,IL,7,BOONE                         ,4700
2003,17,IL,7,BOONE                         ,1075
2003,17,IL,7,BOONE                         ,189
2003,17,IL,7,BOONE                         ,8107
2003,17,IL,7,BOONE                         ,1650
2003,17,IL,7,BOONE                         ,826
2003,17,IL,7,BOONE                         ,462
2003,17,IL,7,BOONE                         ,178
2003,17,IL,7,BOONE                         ,5097
2003,17,IL,7,BOONE                         ,482
2003,17,IL,7,BOONE                         ,78
2003,17,IL,7,BOONE                         ,319
2003,17,IL,7,BOONE                         ,1034
2003,17,IL,7,BOONE                         ,5200
2003,17,IL,7,BOONE                         ,5501
2003,17,IL,7,BOONE                         ,3081
2003,17,IL,7,BOONE                         ,306
2003,17,IL,7,BOONE                         ,217
2003,17,IL,7,BOONE                         ,137
2003,17,IL,7,BOONE                         ,177
2003,17,IL,7,BOONE                         ,38
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,0
2003,17,IL,7,BOONE                         ,122
2003,17,IL,7,BOONE                         ,562
2003,17,IL,9,BROWN                         ,226
2003,17,IL,9,BROWN                         ,489
2003,17,IL,9,BROWN                         ,777
2003,17,IL,9,BROWN                         ,17
2003,17,IL,9,BROWN                         ,3193
2003,17,IL,9,BROWN                         ,116
2003,17,IL,9,BROWN                         ,333
2003,17,IL,9,BROWN                         ,672
2003,17,IL,9,BROWN                         ,502
2003,17,IL,9,BROWN                         ,1178
2003,17,IL,9,BROWN                         ,16
2003,17,IL,9,BROWN                         ,68
2003,17,IL,9,BROWN                         ,217
2003,17,IL,9,BROWN                         ,549
2003,17,IL,9,BROWN                         ,250
2003,17,IL,9,BROWN                         ,243
2003,17,IL,9,BROWN                         ,2761
2003,17,IL,9,BROWN                         ,5672
2003,17,IL,9,BROWN                         ,5621
2003,17,IL,9,BROWN                         ,5790
2003,17,IL,9,BROWN                         ,622
2003,17,IL,9,BROWN                         ,2431
2003,17,IL,9,BROWN                         ,699
2003,17,IL,9,BROWN                         ,626
2003,17,IL,9,BROWN                         ,43
2003,17,IL,9,BROWN                         ,66
2003,17,IL,9,BROWN                         ,4184
2003,17,IL,9,BROWN                         ,663
2003,17,IL,9,BROWN                         ,528
2003,17,IL,9,BROWN                         ,537
2003,17,IL,9,BROWN                         ,310
2003,17,IL,9,BROWN                         ,0
2003,17,IL,9,BROWN                         ,0
2003,17,IL,9,BROWN                         ,165
2003,17,IL,9,BROWN                         ,867
2003,17,IL,9,BROWN                         ,383
2003,17,IL,9,BROWN                         ,98
2003,17,IL,9,BROWN                         ,2509
2003,17,IL,9,BROWN                         ,4297
2003,17,IL,9,BROWN                         ,2717
2003,17,IL,9,BROWN                         ,2126
2003,17,IL,9,BROWN                         ,232
2003,17,IL,9,BROWN                         ,7
2003,17,IL,9,BROWN                         ,24
2003,17,IL,9,BROWN                         ,97
2003,17,IL,9,BROWN                         ,10
2003,17,IL,9,BROWN                         ,0
2003,17,IL,9,BROWN                         ,143
2003,17,IL,9,BROWN                         ,0
2003,17,IL,9,BROWN                         ,25
2003,17,IL,9,BROWN                         ,52
2003,17,IL,9,BROWN                         ,112
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,2477
2003,17,IL,11,BUREAU                        ,57
2003,17,IL,11,BUREAU                        ,57
2003,17,IL,11,BUREAU                        ,6148
2003,17,IL,11,BUREAU                        ,4080
2003,17,IL,11,BUREAU                        ,10722
2003,17,IL,11,BUREAU                        ,3983
2003,17,IL,11,BUREAU                        ,875
2003,17,IL,11,BUREAU                        ,18052
2003,17,IL,11,BUREAU                        ,153
2003,17,IL,11,BUREAU                        ,1152
2003,17,IL,11,BUREAU                        ,165
2003,17,IL,11,BUREAU                        ,3293
2003,17,IL,11,BUREAU                        ,5647
2003,17,IL,11,BUREAU                        ,2409
2003,17,IL,11,BUREAU                        ,758
2003,17,IL,11,BUREAU                        ,71
2003,17,IL,11,BUREAU                        ,353
2003,17,IL,11,BUREAU                        ,1797
2003,17,IL,11,BUREAU                        ,4825
2003,17,IL,11,BUREAU                        ,1018
2003,17,IL,11,BUREAU                        ,223
2003,17,IL,11,BUREAU                        ,175
2003,17,IL,11,BUREAU                        ,101
2003,17,IL,11,BUREAU                        ,2094
2003,17,IL,11,BUREAU                        ,6212
2003,17,IL,11,BUREAU                        ,11797
2003,17,IL,11,BUREAU                        ,56094
2003,17,IL,11,BUREAU                        ,33323
2003,17,IL,11,BUREAU                        ,15393
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,21
2003,17,IL,11,BUREAU                        ,187
2003,17,IL,11,BUREAU                        ,307
2003,17,IL,11,BUREAU                        ,1760
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,802
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,5
2003,17,IL,11,BUREAU                        ,18
2003,17,IL,11,BUREAU                        ,2337
2003,17,IL,11,BUREAU                        ,58
2003,17,IL,11,BUREAU                        ,20
2003,17,IL,11,BUREAU                        ,7070
2003,17,IL,11,BUREAU                        ,3671
2003,17,IL,11,BUREAU                        ,12016
2003,17,IL,11,BUREAU                        ,2634
2003,17,IL,11,BUREAU                        ,1538
2003,17,IL,11,BUREAU                        ,19390
2003,17,IL,11,BUREAU                        ,102
2003,17,IL,11,BUREAU                        ,839
2003,17,IL,11,BUREAU                        ,127
2003,17,IL,11,BUREAU                        ,2570
2003,17,IL,11,BUREAU                        ,2426
2003,17,IL,11,BUREAU                        ,1414
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,1085
2003,17,IL,11,BUREAU                        ,1252
2003,17,IL,11,BUREAU                        ,1649
2003,17,IL,11,BUREAU                        ,2088
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,118
2003,17,IL,11,BUREAU                        ,462
2003,17,IL,11,BUREAU                        ,0
2003,17,IL,11,BUREAU                        ,790
2003,17,IL,11,BUREAU                        ,2087
2003,17,IL,11,BUREAU                        ,4240
2003,17,IL,11,BUREAU                        ,6791
2003,17,IL,11,BUREAU                        ,16927
2003,17,IL,11,BUREAU                        ,11457
2003,17,IL,11,BUREAU                        ,4119
2003,17,IL,11,BUREAU                        ,63
2003,17,IL,11,BUREAU                        ,70
2003,17,IL,11,BUREAU                        ,873
2003,17,IL,11,BUREAU                        ,17
2003,17,IL,11,BUREAU                        ,115
2003,17,IL,11,BUREAU                        ,555
2003,17,IL,13,CALHOUN                       ,29
2003,17,IL,13,CALHOUN                       ,17
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,20
2003,17,IL,13,CALHOUN                       ,213
2003,17,IL,13,CALHOUN                       ,507
2003,17,IL,13,CALHOUN                       ,686
2003,17,IL,13,CALHOUN                       ,255
2003,17,IL,13,CALHOUN                       ,372
2003,17,IL,13,CALHOUN                       ,2490
2003,17,IL,13,CALHOUN                       ,3
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,665
2003,17,IL,13,CALHOUN                       ,110
2003,17,IL,13,CALHOUN                       ,739
2003,17,IL,13,CALHOUN                       ,1424
2003,17,IL,13,CALHOUN                       ,1843
2003,17,IL,13,CALHOUN                       ,2474
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,28
2003,17,IL,13,CALHOUN                       ,155
2003,17,IL,13,CALHOUN                       ,14
2003,17,IL,13,CALHOUN                       ,45
2003,17,IL,13,CALHOUN                       ,221
2003,17,IL,13,CALHOUN                       ,94
2003,17,IL,13,CALHOUN                       ,170
2003,17,IL,13,CALHOUN                       ,1407
2003,17,IL,13,CALHOUN                       ,603
2003,17,IL,13,CALHOUN                       ,761
2003,17,IL,13,CALHOUN                       ,3840
2003,17,IL,13,CALHOUN                       ,23
2003,17,IL,13,CALHOUN                       ,28
2003,17,IL,13,CALHOUN                       ,498
2003,17,IL,13,CALHOUN                       ,200
2003,17,IL,13,CALHOUN                       ,454
2003,17,IL,13,CALHOUN                       ,1398
2003,17,IL,13,CALHOUN                       ,1436
2003,17,IL,13,CALHOUN                       ,481
2003,17,IL,13,CALHOUN                       ,135
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,10
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,13,CALHOUN                       ,125
2003,17,IL,13,CALHOUN                       ,0
2003,17,IL,15,CARROLL                       ,1426
2003,17,IL,15,CARROLL                       ,40
2003,17,IL,15,CARROLL                       ,0
2003,17,IL,15,CARROLL                       ,99
2003,17,IL,15,CARROLL                       ,50
2003,17,IL,15,CARROLL                       ,1210
2003,17,IL,15,CARROLL                       ,794
2003,17,IL,15,CARROLL                       ,2412
2003,17,IL,15,CARROLL                       ,16640
2003,17,IL,15,CARROLL                       ,435
2003,17,IL,15,CARROLL                       ,0
2003,17,IL,15,CARROLL                       ,813
2003,17,IL,15,CARROLL                       ,71
2003,17,IL,15,CARROLL                       ,86
2003,17,IL,15,CARROLL                       ,1857
2003,17,IL,15,CARROLL                       ,508
2003,17,IL,15,CARROLL                       ,8343
2003,17,IL,15,CARROLL                       ,1509
2003,17,IL,15,CARROLL                       ,990
2003,17,IL,15,CARROLL                       ,4522
2003,17,IL,15,CARROLL                       ,8037
2003,17,IL,15,CARROLL                       ,10575
2003,17,IL,15,CARROLL                       ,13721
2003,17,IL,15,CARROLL                       ,4344
2003,17,IL,15,CARROLL                       ,4012
2003,17,IL,15,CARROLL                       ,31
2003,17,IL,15,CARROLL                       ,0
2003,17,IL,15,CARROLL                       ,16
2003,17,IL,15,CARROLL                       ,266
2003,17,IL,15,CARROLL                       ,62
2003,17,IL,15,CARROLL                       ,1058
2003,17,IL,15,CARROLL                       ,134
2003,17,IL,15,CARROLL                       ,12329
2003,17,IL,15,CARROLL                       ,306
2003,17,IL,15,CARROLL                       ,0
2003,17,IL,15,CARROLL                       ,205
2003,17,IL,15,CARROLL                       ,10
2003,17,IL,15,CARROLL                       ,678
2003,17,IL,15,CARROLL                       ,885
2003,17,IL,15,CARROLL                       ,1125
2003,17,IL,15,CARROLL                       ,2241
2003,17,IL,15,CARROLL                       ,30
2003,17,IL,15,CARROLL                       ,830
2003,17,IL,15,CARROLL                       ,217
2003,17,IL,15,CARROLL                       ,1665
2003,17,IL,15,CARROLL                       ,2876
2003,17,IL,15,CARROLL                       ,1531
2003,17,IL,15,CARROLL                       ,5432
2003,17,IL,15,CARROLL                       ,374
2003,17,IL,15,CARROLL                       ,940
2003,17,IL,15,CARROLL                       ,25
2003,17,IL,15,CARROLL                       ,0
2003,17,IL,15,CARROLL                       ,68
2003,17,IL,17,CASS                          ,0
2003,17,IL,17,CASS                          ,161
2003,17,IL,17,CASS                          ,1710
2003,17,IL,17,CASS                          ,44
2003,17,IL,17,CASS                          ,32
2003,17,IL,17,CASS                          ,1222
2003,17,IL,17,CASS                          ,540
2003,17,IL,17,CASS                          ,390
2003,17,IL,17,CASS                          ,249
2003,17,IL,17,CASS                          ,17554
2003,17,IL,17,CASS                          ,89
2003,17,IL,17,CASS                          ,204
2003,17,IL,17,CASS                          ,268
2003,17,IL,17,CASS                          ,2334
2003,17,IL,17,CASS                          ,96
2003,17,IL,17,CASS                          ,0
2003,17,IL,17,CASS                          ,73
2003,17,IL,17,CASS                          ,63
2003,17,IL,17,CASS                          ,1855
2003,17,IL,17,CASS                          ,595
2003,17,IL,17,CASS                          ,110
2003,17,IL,17,CASS                          ,646
2003,17,IL,17,CASS                          ,5040
2003,17,IL,17,CASS                          ,3643
2003,17,IL,17,CASS                          ,5854
2003,17,IL,17,CASS                          ,900
2003,17,IL,17,CASS                          ,1308
2003,17,IL,17,CASS                          ,0
2003,17,IL,17,CASS                          ,0
2003,17,IL,17,CASS                          ,0
2003,17,IL,17,CASS                          ,44
2003,17,IL,17,CASS                          ,81
2003,17,IL,17,CASS                          ,45
2003,17,IL,17,CASS                          ,327
2003,17,IL,17,CASS                          ,2055
2003,17,IL,17,CASS                          ,69
2003,17,IL,17,CASS                          ,27
2003,17,IL,17,CASS                          ,1844
2003,17,IL,17,CASS                          ,871
2003,17,IL,17,CASS                          ,485
2003,17,IL,17,CASS                          ,116
2003,17,IL,17,CASS                          ,12005
2003,17,IL,17,CASS                          ,73
2003,17,IL,17,CASS                          ,42
2003,17,IL,17,CASS                          ,274
2003,17,IL,17,CASS                          ,167
2003,17,IL,17,CASS                          ,338
2003,17,IL,17,CASS                          ,75
2003,17,IL,17,CASS                          ,338
2003,17,IL,17,CASS                          ,82
2003,17,IL,17,CASS                          ,371
2003,17,IL,17,CASS                          ,1777
2003,17,IL,17,CASS                          ,2407
2003,17,IL,17,CASS                          ,2351
2003,17,IL,17,CASS                          ,338
2003,17,IL,17,CASS                          ,839
2003,17,IL,17,CASS                          ,18
2003,17,IL,17,CASS                          ,193
2003,17,IL,17,CASS                          ,8
2003,17,IL,17,CASS                          ,0
2003,17,IL,17,CASS                          ,271
2003,17,IL,17,CASS                          ,55
2003,17,IL,17,CASS                          ,67
2003,17,IL,17,CASS                          ,56
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,1202
2003,17,IL,19,CHAMPAIGN                     ,159
2003,17,IL,19,CHAMPAIGN                     ,341
2003,17,IL,19,CHAMPAIGN                     ,4657
2003,17,IL,19,CHAMPAIGN                     ,1648
2003,17,IL,19,CHAMPAIGN                     ,9590
2003,17,IL,19,CHAMPAIGN                     ,3723
2003,17,IL,19,CHAMPAIGN                     ,1209
2003,17,IL,19,CHAMPAIGN                     ,11885
2003,17,IL,19,CHAMPAIGN                     ,343
2003,17,IL,19,CHAMPAIGN                     ,359
2003,17,IL,19,CHAMPAIGN                     ,2511
2003,17,IL,19,CHAMPAIGN                     ,3087
2003,17,IL,19,CHAMPAIGN                     ,3057
2003,17,IL,19,CHAMPAIGN                     ,209
2003,17,IL,19,CHAMPAIGN                     ,387
2003,17,IL,19,CHAMPAIGN                     ,1677
2003,17,IL,19,CHAMPAIGN                     ,89
2003,17,IL,19,CHAMPAIGN                     ,220
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,2134
2003,17,IL,19,CHAMPAIGN                     ,85
2003,17,IL,19,CHAMPAIGN                     ,922
2003,17,IL,19,CHAMPAIGN                     ,668
2003,17,IL,19,CHAMPAIGN                     ,5359
2003,17,IL,19,CHAMPAIGN                     ,4490
2003,17,IL,19,CHAMPAIGN                     ,3131
2003,17,IL,19,CHAMPAIGN                     ,38312
2003,17,IL,19,CHAMPAIGN                     ,49030
2003,17,IL,19,CHAMPAIGN                     ,42280
2003,17,IL,19,CHAMPAIGN                     ,1265
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,2056
2003,17,IL,19,CHAMPAIGN                     ,89
2003,17,IL,19,CHAMPAIGN                     ,1145
2003,17,IL,19,CHAMPAIGN                     ,10
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,10
2003,17,IL,19,CHAMPAIGN                     ,4973
2003,17,IL,19,CHAMPAIGN                     ,118
2003,17,IL,19,CHAMPAIGN                     ,3247
2003,17,IL,19,CHAMPAIGN                     ,11256
2003,17,IL,19,CHAMPAIGN                     ,4836
2003,17,IL,19,CHAMPAIGN                     ,22733
2003,17,IL,19,CHAMPAIGN                     ,12243
2003,17,IL,19,CHAMPAIGN                     ,6639
2003,17,IL,19,CHAMPAIGN                     ,21391
2003,17,IL,19,CHAMPAIGN                     ,490
2003,17,IL,19,CHAMPAIGN                     ,137
2003,17,IL,19,CHAMPAIGN                     ,282
2003,17,IL,19,CHAMPAIGN                     ,164
2003,17,IL,19,CHAMPAIGN                     ,2547
2003,17,IL,19,CHAMPAIGN                     ,3113
2003,17,IL,19,CHAMPAIGN                     ,3460
2003,17,IL,19,CHAMPAIGN                     ,257
2003,17,IL,19,CHAMPAIGN                     ,92
2003,17,IL,19,CHAMPAIGN                     ,758
2003,17,IL,19,CHAMPAIGN                     ,438
2003,17,IL,19,CHAMPAIGN                     ,1189
2003,17,IL,19,CHAMPAIGN                     ,1144
2003,17,IL,19,CHAMPAIGN                     ,34
2003,17,IL,19,CHAMPAIGN                     ,184
2003,17,IL,19,CHAMPAIGN                     ,921
2003,17,IL,19,CHAMPAIGN                     ,945
2003,17,IL,19,CHAMPAIGN                     ,3301
2003,17,IL,19,CHAMPAIGN                     ,7881
2003,17,IL,19,CHAMPAIGN                     ,3756
2003,17,IL,19,CHAMPAIGN                     ,15261
2003,17,IL,19,CHAMPAIGN                     ,13963
2003,17,IL,19,CHAMPAIGN                     ,12364
2003,17,IL,19,CHAMPAIGN                     ,30
2003,17,IL,19,CHAMPAIGN                     ,104
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,228
2003,17,IL,19,CHAMPAIGN                     ,75
2003,17,IL,19,CHAMPAIGN                     ,0
2003,17,IL,19,CHAMPAIGN                     ,761
2003,17,IL,21,CHRISTIAN                     ,0
2003,17,IL,21,CHRISTIAN                     ,0
2003,17,IL,21,CHRISTIAN                     ,25
2003,17,IL,21,CHRISTIAN                     ,305
2003,17,IL,21,CHRISTIAN                     ,4501
2003,17,IL,21,CHRISTIAN                     ,1651
2003,17,IL,21,CHRISTIAN                     ,6235
2003,17,IL,21,CHRISTIAN                     ,1040
2003,17,IL,21,CHRISTIAN                     ,863
2003,17,IL,21,CHRISTIAN                     ,14390
2003,17,IL,21,CHRISTIAN                     ,646
2003,17,IL,21,CHRISTIAN                     ,3307
2003,17,IL,21,CHRISTIAN                     ,3533
2003,17,IL,21,CHRISTIAN                     ,5068
2003,17,IL,21,CHRISTIAN                     ,1257
2003,17,IL,21,CHRISTIAN                     ,156
2003,17,IL,21,CHRISTIAN                     ,4807
2003,17,IL,21,CHRISTIAN                     ,9878
2003,17,IL,21,CHRISTIAN                     ,511
2003,17,IL,21,CHRISTIAN                     ,0
2003,17,IL,21,CHRISTIAN                     ,5689
2003,17,IL,21,CHRISTIAN                     ,4915
2003,17,IL,21,CHRISTIAN                     ,7422
2003,17,IL,21,CHRISTIAN                     ,13781
2003,17,IL,21,CHRISTIAN                     ,21950
2003,17,IL,21,CHRISTIAN                     ,18839
2003,17,IL,21,CHRISTIAN                     ,1503
2003,17,IL,21,CHRISTIAN                     ,39
2003,17,IL,21,CHRISTIAN                     ,4331
2003,17,IL,21,CHRISTIAN                     ,7724
2003,17,IL,21,CHRISTIAN                     ,3798
2003,17,IL,21,CHRISTIAN                     ,8368
2003,17,IL,21,CHRISTIAN                     ,2225
2003,17,IL,21,CHRISTIAN                     ,1373
2003,17,IL,21,CHRISTIAN                     ,18381
2003,17,IL,21,CHRISTIAN                     ,704
2003,17,IL,21,CHRISTIAN                     ,1169
2003,17,IL,21,CHRISTIAN                     ,1381
2003,17,IL,21,CHRISTIAN                     ,2298
2003,17,IL,21,CHRISTIAN                     ,2518
2003,17,IL,21,CHRISTIAN                     ,365
2003,17,IL,21,CHRISTIAN                     ,1914
2003,17,IL,21,CHRISTIAN                     ,304
